Extension,Popularity
.nrkt,Low
.nrm,Very High
.nrproj,Low
.nrs,Very High
.nrt,Low
.nru,Very High
.nrv,Very High
.nrw,Very High
.nrx,Low
.ns1,Medium
.ns2,Low
.ns3,Low
.ns4,Low
.nsa,Very High
.nsb,Low
.nsb_search_more,Medium
.nsconfig,Low
.nsd,Very High
.nse,Low
.nsf,Low
.nsfe,Low
.nsh,High
.nsi,High
.nsight-gfxbvh,Low
.nsight-gfxcppcap,Low
.nsight-gfxgpt,Low
.nsight-gfxproj,Low
.nsight-gfxshaderprof,Low
.nsis,Low
.nsl,Low
.nsr,Low
.nst,Very High
.nsu,Low
.nsv,Very High
.nt,Low
.nt8bk,Low
.ntar,High
.ntbk,Low
.ntf,Low
.ntfs,Very High
.nth,Medium
.nts,Low
.ntx,Low
.nt_,Low
.nt_36d298da,Low
.nuke,Low
.numbers,Low
.numbers-tef,Low
.nunit,Low
.nupkg,Low
.nusm,Low
.nut,Medium
.nuv,Very High
.nv-gpudmp,Low
.nv3dvpcmd,Low
.nv3dvppl,Low
.nvavi,Low
.nvc,Very High
.nvda-addon,Low
.nvdl,Low
.nvf,Low
.nvi,Low
.nvr,Low
.nvram,Very High
.nwa,Low
.nwbak,Low
.nwbc-config-update,Low
.nwcab,Low
.nwdb,Low
.nwf,Low
.nws,Very High
.nxl,Low
.nxm,Low
.nxs,Low
.nxv,Low
.nzb,High
.nzn,Low
.o,Low
.o2s,Low
.oas,Low
.obd,Very High
.obi,Low
.obj,Very High
.obk,Low
.obm,Low
.obr,Low
.obs,Low
.obs-service,Low
.obskin,Low
.obt,Very High
.obz,Very High
.ob_,Low
.oca,Medium
.ocp,Low
.ocr,Low
.ocrec,Low
.ocsmeet,Very High
.oct,Low
.ocx,Very High
.oc_,Low
.odb,Very High
.odc,Very High
.odccubefile,Very High
.odcdatabasefile,Very High
.odcnewfile,Very High
.odctablecollectionfile,Very High
.odctablefile,Very High
.odf,Very High
.odg,Very High
.odh,Very High
.odl,Very High
.odm,Very High
.odoc,Low
.odp,Very High
.ods,Very High
.odt,Very High
.oeaccount,Low
.oeb,Low
.oem,Low
.oemigaccount,Low
.oet,Low
.oetpl,Low
.oex,Very High
.ofc,Low
.ofl,Low
.ofn,Low
.oform,Low
.ofr,Very High
.ofs,Very High
.oft,Very High
.ofx,Low
.oga,Very High
.ogg,Very High
.ogm,Very High
.ogv,Very High
.ogw,Low
.ogx,Very High
.oil,Low
.oiv,Low
.ok,Low
.okt,Very High
.ol,Low
.olb,Low
.old,Low
.oll,Low
.olproj,Low
.ols,Very High
.oly,Low
.oma,Very High
.omc,Low
.omf,Medium
.omfi,Low
.omg,Low
.omod,Low
.omronplc,Low
.omu,Low
.on2,Low
.onb&w,Low
.onbatch,Low
.one,Very High
.oneffects,Low
.onenhance,Low
.onepkg,Very High
.onetastic,Low
.onetoc,Very High
.onetoc2,Very High
.onexport,Low
.onportrait,Low
.onpreset,Low
.onresize,Low
.oodagtdat,Low
.oodagtid,Low
.oodagtrpd,Low
.oodbri,Low
.oodbrp,Low
.oodguisettings,Low
.op,Low
.opc,Very High
.opcses,Low
.opd,Low
.opdownload,Low
.opf,Low
.oph,Low
.opi,Low
.opj,Low
.opk,Low
.opl,Low
.oplmn,Low
.opml,Low
.oprc,Low
.opt,Low
.opus,Very High
.opuscert,Low
.opw,Low
.opx,Medium
.oqy,Very High
.or5,Low
.or6,Low
.ora,Medium
.orbolt,Low
.orderedtest,Very High
.orf,Very High
.original_epub,Low
.ory,Low
.osax,Low
.osc,Low
.osdx,Very High
.osf,Low
.osheet,Low
.osk,Low
.osl,Low
.oslides,Low
.osm,Low
.osm.bz2,Low
.osm.gz,Low
.osm.xz,Low
.osm.zip,Low
.osp,Low
.osr,Low
.oss,High
.ost,Very High
.osz,Low
.osz2,Low
.os_,Low
.otb,Low
.otf,Very High
.otg,Very High
.oth,Very High
.otherfolder,Low
.otl,Low
.otl-poolzahlung,Low
.otllc,Low
.otlnc,Low
.otm,Very High
.otn,Low
.otp,Very High
.ots,Very High
.ott,Very High
.otv5key,Low
.otvdatafile,Low
.otvlangfile,Low
.out,Very High
.out1,Low
.ova,Very High
.ovd,Low
.ovf,Very High
.ovisuite,Medium
.ovl,Low
.ovpn,Medium
.owl,Low
.oxps,Very High
.oxt,Very High
.p,Medium
.p00,Low
.p01,High
.p02,Low
.p03,Low
.p04,Low
.p05,Low
.p06,Low
.p07,Low
.p08,Low
.p09,Low
.p10,Very High
.p11,Low
.p12,Very High
.p12d,Low
.p13,Low
.p14,Low
.p15,Low
.p16,Low
.p17,Low
.p18,Low
.p19,Low
.p2,Low
.p20,Low
.p21,Low
.p22,Low
.p23,Low
.p24,Low
.p25,Low
.p26,Low
.p27,Low
.p28,Low
.p29,Low
.p2bt,Low
.p2g,High
.p2i,High
.p2kc,Low
.p2p,Medium
.p2z,Low
.p30,Low
.p3l,High
.p3m,High
.p3r,High
.p3t,Low
.p4i,Low
.p4s,Low
.p50,High
.p5p,Low
.p6,Low
.p64,Low
.p65,Low
.p7,Low
.p7b,Very High
.p7c,Very High
.p7m,Very High
.p7r,Very High
.p7s,Very High
.p951,High
.p9d,Low
.p9s,Low
.pa,Low
.paal,Low
.pab,Very High
.pac,Low
.package,High
.pad,Low
.padl,Low
.pae,Low
.pae2,Low
.paf,Very High
.pafx,Low
.pafz,Low
.pag,Medium
.pages,Medium
.pages-tef,Low
.pai,Low
.paj,Low
.pak,High
.pal,Very High
.palm,Low
.paltalk,Low
.pam,Low
.pan,Low
.pano,Very High
.pantheonsavedgame,Low
.pap,Low
.paper,Low
.paperlibrary,Low
.papert,Low
.paq8f,Low
.paq8jd,Low
.paq8l,Low
.paq8o,Low
.par,High
.par2,Medium
.paradisequestsavedgame,Low
.parquet,Low
.part,High
.part04rar,Low
.part1,Low
.partial,Very High
.partitions,Low
.pas,High
.pat,Very High
.patch,Very High
.patches,Low
.path,Low
.patternlibrary,Low
.pawn,Low
.pax,Low
.pb,Low
.pba,Low
.pbc,Low
.pbd,Low
.pbf,Medium
.pbg,Medium
.pbi,Low
.pbit,Low
.pbiviz,Low
.pbix,Low
.pbj,High
.pbk,Very High
.pbl,Low
.pbm,Very High
.pbmp,Low
.pbo,Low
.pbp,Low
.pbr,Low
.pbs,Low
.pbv,Low
.pbxproj,Low
.pc1,Low
.pc2,Low
.pc3,High
.pca,Medium
.pcap,Very High
.pcapng,Very High
.pcast,Very High
.pcb,Very High
.pcblib,Low
.pcc,Medium
.pcd,Very High
.pce,Low
.pcf,Low
.pch,Very High
.pch++,Low
.pck,Low
.pcl,Low
.pcm,Medium
.pcp,Low
.pcr,Low
.pcs,Low
.pct,Very High
.pcx,Very High
.pd,Low
.pdadj,Low
.pdb,Very High
.pdc,Low
.pdd,Very High
.pde,Medium
.pdf,Very High
.pdfe,Low
.pdfenx,Low
.pdfinfo,Low
.pdfl,Low
.pdfs,Very High
.pdfxml,Very High
.pdfz,Low
.pdf_,Low
.pdi,Very High
.pdk,Low
.pdl,High
.pdlcp,Low
.pdm,Low
.pdn,Very High
.pdp,Very High
.pds,High
.pdt,Medium
.pdtex,Low
.pdts,Low
.pdx,Very High
.pdxe,Low
.pdy,Low
.pd~[389],Low
.pea,Very High
.ped,Low
.pef,Very High
.peg,Medium
.pegglenightssavedgame,Low
.pegglesavedgame,Low
.pek,Low
.pem,Low
.pen,Low
.penguinssavedgame,Low
.perfmoncfg,Very High
.perl,Low
.perlapp,Low
.perlcriticrc,Low
.perlctrl,Low
.perlnet,Low
.perlsvc,Low
.perltray,Low
.pes,Low
.pesession,Low
.pet,Low
.pez,Low
.pf,Low
.pf2,Low
.pfa,Low
.pfb,Low
.pfc,Low
.pfcolors,Low
.pfd,Medium
.pff,Low
.pfi,Low
.pfile,Low
.pfl,Low
.pfm,Very High
.pfo,Low
.pfolder,Low
.pfplugin,Low
.pfr,Low
.pfs,Low
.pfv,Low
.pfx,Very High
.pg,Low
.pga,Low
.pgc,Low
.pgd,Low
.pge,Low
.pgf,High
.pgif,Low
.pgiff,Low
.pgl,Low
.pgm,Very High
.pgn,Low
.pgp,High
.pgr,Low
.pgsa,Low
.pgsr,Low
.pgt,Low
.pgu,Low
.pgx,Medium
.pha,Low
.phd,Low
.phi,Low
.phl,Low
.phn,Low
.phonepower,Low
.photo booth,Low
.photolibrary,Low
.photoshow,Low
.php,Very High
.php1,Low
.php2,Medium
.php3,Very High
.php4,Very High
.php5,Medium
.php6,Medium
.php@cat_id=25&sessionid=adbd7e99a16e10f1cdccd5964b48b695,Low
.phpproj,Low
.phps,Low
.phpsa,Low
.phpt,Low
.phpw,Low
.php_1und1,Low
.phr,Low
.pht,Low
.phtml,Medium
.phw,Low
.phy,Low
.physi,Low
.phz,Low
.pi,Low
.pi1,Low
.pi2,Low
.pi3,Low
.pi4,Low
.pi9,Low
.pic,Very High
.picio,Low
.piclc,Low
.picnc,Low
.picon,Low
.pict,Very High
.pict2,Low
.pif,Very High
.pif_aq,Low
.pim,Low
.pin,Low
.pins,Low
.pinstall,Low
.pio,Low
.pip,Very High
.piratesoftreasureislandsavedgame,Low
.pirates_savegame,Low
.pit,Low
.piv,Low
.pivotlink,Low
.pix,Very High
.pixar,Low
.pixexp,Medium
.pixrun,Medium
.pi_,Low
.pjc,Low
.pjfif,Low
.pjpe,Low
.pjpeg,Low
.pjpg,Low
.pjs,Low
.pjt,Low
.pjx,Low
.pk,Low
.pk1,Low
.pk2,Low
.pk3,Medium
.pk4,Low
.pka,Low
.pkb,Low
.pkcs12,Low
.pkf,Medium
.pkg,Low
.pkgdef,Very High
.pkgundef,Very High
.pkinfo,Low
.pklg,Medium
.pkm,Low
.pko,Very High
.pkp,Medium
.pkpass,Low
.pkr,Low
.pks,Low
.pkt,Very High
.pkz,Low
.pl,Very High
.pl4,Low
.pl6,Low
.pl9,Low
.pla,Low
.plan,Low
.plantsvszombieshpsavedgame,Low
.plantsvszombiessavedgame,Low
.player,Low
.plb,Low
.plc,Low
.plcmemarea,Low
.pld,Low
.ple,Very High
.plf,Low
.plg,Medium
.plist,Very High
.pll,Low
.plm,Low
.plmx,Low
.pln,Very High
.plp,Low
.plproj,Low
.plr,Low
.pls,Very High
.plsc,Low
.plsk,Low
.plt,High
.plu,Low
.plu250,Low
.plug,Low
.plugin,Low
.plv,Low
.plx,Low
.ply,Very High
.plz,Low
.pl_,Low
.pm,High
.pm2,Low
.pm6,Low
.pma,Very High
.pmb,Low
.pmbak,Low
.pmc,Very High
.pmd,Medium
.pmdx,Low
.pme,Low
.pmf,Low
.pmg,Medium
.pmk,Low
.pml,Very High
.pmm,Low
.pmp,Very High
.pmp2,Low
.pmr,Very High
.pmv,Medium
.pmvx,Low
.pmw,Very High
.pmz,Low
.pm_,Low
.pnagent,Low
.pnb,Low
.pnc,Low
.pnf,Very High
.png,Very High
.pngwalk,Low
.pnm,Very High
.pns,Very High
.pnt,Very High
.pntg,Very High
.pn_,Low
.po,Medium
.pod,Low
.podcast,Low
.podcast publisher,Low
.poet,Low
.pof,Low
.pokersuperstars3savedgame,Low
.pol,Low
.polarbowlerfirstframesavedgame,Low
.polarbowlersavedgame,Medium
.polargolfersavedgame,Medium
.polarpoolsavedgame,Low
.polish (pl),Low
.poly,Low
.pont,Low
.poo,Low
.pool,Low
.pop,Low
.por,Low
.pos,Low
.posc,Low
.postal,Low
.postbuild,Low
.pot,Very High
.pothtml,Very High
.potm,Very High
.potx,Very High
.pov,Low
.pow,Low
.powerdvd,Low
.powerpro,Low
.powerproclip,Low
.pp,Medium
.pp2,Low
.ppa,Very High
.ppam,Very High
.ppd,Low
.ppdf,Medium
.ppf,Low
.ppi,High
.ppj,High
.ppk,Very High
.ppkg,Very High
.ppl,Low
.ppm,Very High
.ppma,Medium
.ppmd,Low
.ppml,Low
.ppng,Low
.ppo,Low
.ppp,Medium
.ppr,Medium
.pprj,Low
.pproj,High
.ppronote,Low
.pps,Very High
.ppsenx,Low
.ppsm,Very High
.ppsmenx,Low
.ppsx,Very High
.ppsxenx,Low
.ppt,Very High
.ppte,Low
.pptenx,Low
.ppthtml,Very High
.pptl,Low
.pptm,Very High
.pptmenx,Low
.pptmhtml,Very High
.pptv,Low
.pptx,Very High
.pptxenx,Low
.pptxml,Very High
.ppv,Low
.ppw,Low
.ppws,Low
.ppx,Low
.ppz,Low
.pp_,Low
.pq,Low
.pqa,Low
.pqf,Low
.pqg,Low
.pqhero,Low
.pqi,Low
.pqw,Low
.pr,Low
.pr7,Low
.prbak,Low
.prc,Very High
.prd,Low
.prdx,Low
.pre,Very High
.prefpane,Low
.prefs,Low
.prel,Low
.prep,Low
.preset,Low
.prexport,Very High
.prf,Very High
.prfproj,Low
.prfpset,Very High
.prfsession,Low
.prf_aq,Low
.prg,Medium
.pri,Low
.primes,Low
.printerexport,Very High
.priprinter,Low
.prj,Medium
.prjemb,Low
.prjfpga,Low
.prjgrp,Low
.prjpcb,Low
.prl,Low
.prm,Very High
.prmp,High
.prn,Medium
.pro,Medium
.prof,Low
.profile,High
.programkey,Low
.proj,Low
.project,Low
.proofingtool,Low
.prop,Low
.propdesc,Low
.properties,High
.props,Very High
.provbank,Low
.provisionprofile,Low
.prp,Low
.prpreset,Very High
.prproj,High
.prs,Medium
.prsl,Very High
.prst,Very High
.prsx,Low
.prt,Low
.prtl,Very High
.prv,Low
.prvkr,Low
.prvx,Low
.prx,Low
.pr_,Low
.ps,Very High
.ps1,Very High
.ps1x,Low
.ps1xml,Very High
.ps2,Medium
.ps3,Low
.psa,Low
.psafe3,Low
.psb,Very High
.psbf,Low
.psc,Low
.psc1,Very High
.pscmd,Low
.pscp,Low
.psd,Very High
.psd1,Very High
.psdc,Low
.psdt,Medium
.pse,Low
.pse10db,Low
.pse12db,Low
.pse7db,Low
.pse8db,Low
.pse9db,Low
.psedb,Low
.psess,Very High
.pset,Very High
.psf,Very High
.psf2,Low
.psgi,Low
.psh,Medium
.pshader,Medium
.psi,Low
.psjob,Low
.psjs,Low
.pslic,Low
.psm,High
.psm1,Very High
.psnxml,Low
.psp,Very High
.pspautosave,High
.pspb,Low
.pspbrus,Low
.pspbrush,Very High
.pspbumpmap,High
.pspcache,High
.pspcmykprofile,High
.pspd,Low
.pspdeformationmap,High
.pspenvironmentmap,High
.pspfram,Low
.pspframe,High
.pspgradient,High
.pspi,Low
.pspimag,Low
.pspimage,Very High
.pspmask,High
.psppalette,High
.psprj,Low
.psproj,Low
.pspscript,High
.pspselection,High
.pspshape,High
.pspstyledline,High
.pspt,Low
.psptube,High
.pspworkspace,Medium
.psq,Low
.psr,Low
.pss,High
.pssc,Very High
.pst,Very High
.psv,Low
.psw,Very High
.psx,Low
.psy,Low
.psz,Low
.pt,Medium
.pt1,Low
.pt2,Low
.pt3,Low
.pt36,Low
.pt4,Low
.pt5,Low
.pt6,Low
.ptad,Low
.ptah,Low
.ptb,Medium
.ptf,Low
.ptfc,Low
.ptfo,Low
.ptg,Low
.ptgbatch,Low
.ptif,Low
.ptiff,Low
.ptl,Medium
.ptm,Very High
.ptn,Low
.pto,Low
.ptr,Low
.pts,Low
.ptsh,Low
.ptshortcut,Low
.ptt,Low
.ptw,High
.ptx,Medium
.ptxt,Low
.pub,Very High
.pubhtml,Very High
.pubkr,Low
.publishproj,High
.pubmhtml,Very High
.pubxml,High
.pud,Low
.puf,Low
.pum,Low
.pup,Low
.puppet,Low
.puppyluvsavedgame,Low
.purblepairssave-ms,Very High
.purbleshopsave-ms,Very High
.pushstore,Low
.puz,Low
.puzzleblastsavedgame,Low
.pva,Very High
.pvd,Low
.pvf,Very High
.pvfl,Low
.pvm,Low
.pvr,Low
.pvs,Low
.pvz,Low
.pwb,Low
.pwc,Low
.pwd,Medium
.pwdef,Low
.pwds,Low
.pwdump,Low
.pwe,Low
.pwi,Medium
.pwk,Low
.pwmc,Low
.pwml,Low
.pwn,Low
.pwp,Medium
.pws,Low
.pwt,Very High
.pww,Low
.pwx,Low
.pwz,Very High
.px,Low
.px3,Low
.pxa,Low
.pxb,Low
.pxc,Low
.pxe,Low
.pxf,Low
.pxg,Low
.pxi,High
.pxj,Low
.pxl,Medium
.pxm,Low
.pxml,Low
.pxn,Low
.pxp,Low
.pxr,Very High
.pxs,Low
.pxt,Medium
.pxw,Low
.py,Very High
.py3,Low
.pyc,Very High
.pyd,High
.pyo,Very High
.pyproj,Low
.pys,Medium
.pyw,Very High
.pyz,Very High
.pyzw,Very High
.pz2,Low
.pz3,Low
.pzc,Low
.pzf,Low
.pzfx,Low
.pzm,Low
.pzt,Low
.pzz,Low
.q,Low
.q07,Low
.qafiboe,Low
.qba,Low
.qbb,Low
.qbe,Low
.qbj,Low
.qbm,Low
.qbo,Low
.qbr,Low
.qbs,Low
.qbw,Low
.qbx,Low
.qby,Low
.qcm,Low
.qcn,Low
.qcow2,Low
.qcp,Very High
.qdat,Medium
.qdb,Medium
.qdes,Low
.qdf,Medium
.qdf-backup,Low
.qdr,Medium
.qds,Very High
.qdt,Medium
.qdtp,Low
.qes,Low
.qfg,Low
.qfx,Medium
.qgs,Low
.qgz,Low
.qht,Very High
.qhtm,Very High
.qic,Low
.qif,Medium
.qiz,Low
.qlr,Low
.qmgc,Low
.qml,Low
.qms,Low
.qmv,Low
.qoi,Low
.qop,Low
.qpa,Very High
.qpg,Low
.qpj,Low
.qpl,Low
.qpr,Low
.qprj,Low
.qpt,Low
.qpw,Low
.qpx,Medium
.qqq,Low
.qrc,Low
.qrt,Low
.qry,Low
.qs,Low
.qs4,Low
.qs8,Low
.qsed,Low
.qseg,Low
.qsf,Low
.qsfv,Low
.qsl,Low
.qsm,Low
.qss,Low
.qst,Low
.qt,Very High
.qtf,Low
.qti,Very High
.qtif,Very High
.qtk,Low
.qtl,Very High
.qtm,Low
.qtmp,Low
.qtp,Very High
.qtpp,Low
.qtr,Very High
.qts,Very High
.qtsk,Low
.qtt,Low
.qttabbarcommand,Low
.qttabgroup,Medium
.qtx,Very High
.qua,Low
.quad,Low
.qud,Low
.que,Medium
.query,Low
.queryanalysis,Low
.quo,Low
.qup,Low
.qwc,Low
.qwd,Low
.qwk,Low
.qwmod,Low
.qwt,Low
.qxb,Low
.qxd,Low
.qxl,Low
.qxp,Low
.qxt,Low
.r,Low
.r00,Very High
.r01,Very High
.r02,Very High
.r03,Very High
.r04,Very High
.r05,Very High
.r06,Very High
.r07,Very High
.r08,Very High
.r09,Very High
.r10,Very High
.r11,Very High
.r12,Very High
.r13,Very High
.r14,Very High
.r15,Very High
.r16,Very High
.r17,Very High
.r18,Very High
.r19,Very High
.r1m,Low
.r20,Very High
.r21,Very High
.r22,Very High
.r23,Very High
.r24,Very High
.r25,Very High
.r26,Very High
.r27,Very High
.r28,Very High
.r29,Very High
.r2lang,Low
.r2lic,Low
.r2skin,Low
.r2skin-addon,Low
.r30,Medium
.r31,Medium
.r32,Medium
.r33,Medium
.r34,Medium
.r35,Medium
.r36,Medium
.r37,Medium
.r38,Medium
.r39,Medium
.r3d,Low
.r3t,Low
.r40,Medium
.r41,Medium
.r42,Medium
.r43,Medium
.r44,Medium
.r45,Medium
.r46,Medium
.r47,Medium
.r48,Medium
.r49,Medium
.r50,Medium
.r51,Medium
.r52,Medium
.r53,Medium
.r54,Medium
.r55,Medium
.r56,Medium
.r57,Medium
.r58,Medium
.r59,Medium
.r60,Medium
.r61,Medium
.r62,Medium
.r63,Medium
.r64,Medium
.r65,Medium
.r66,Medium
.r67,Medium
.r68,Medium
.r69,Medium
.r70,Medium
.r71,Medium
.r72,Medium
.r73,Medium
.r74,Medium
.r75,Medium
.r76,Medium
.r77,Medium
.r78,Medium
.r79,Medium
.r80,Medium
.r81,Medium
.r82,Medium
.r83,Medium
.r84,Medium
.r85,Medium
.r86,Medium
.r87,Medium
.r88,Medium
.r89,Medium
.r90,Medium
.r91,Medium
.r92,Medium
.r93,Medium
.r94,Medium
.r95,Medium
.r96,Medium
.r97,Medium
.r98,Medium
.r99,Medium
.ra,Very High
.rac,Low
.rad,Low
.raf,Very High
.ram,Very High
.ramp,Low
.ranchrush2collectorseditionsavedgame,Low
.rap,Low
.rar,Very High
.rarenx,Low
.ras,Very High
.rast,Low
.rat,Very High
.ratdvd,Medium
.raw,Very High
.rawpkt,Low
.rawraw,Low
.rax,High
.ra_,Low
.rb,Medium
.rba,Low
.rbc,Low
.rbd,Low
.rbf,Low
.rbg,Low
.rbk,Low
.rbl,Low
.rbs,Low
.rbt,Low
.rbtx,Low
.rbw,Low
.rbxl,Low
.rbxlx,Low
.rbz,Low
.rc,Very High
.rc2,Very High
.rcc,Low
.rcd,Medium
.rcf,Low
.rcl,Low
.rcm,Low
.rcolor,Low
.rcproject,Low
.rcrecord,Low
.rct,Very High
.rcu,Low
.rcv,Low
.rcx,Low
.rcy,Low
.rd,Low
.rdata,Medium
.rdb,Low
.rdc,Medium
.rdd,Low
.rdf,Very High
.rdfs,Low
.rdg,Low
.rdi,Low
.rdl,Medium
.rdlc,Very High
.rdm,Low
.rdmj,Low
.rdp,Very High
.rdt,Low
.rdv,Low
.rdw,Low
.rdz,Low
.re7,Low
.rea,Low
.reachdrive,Low
.readme,Low
.reap,Low
.reapeaks,Low
.reaperlangpack,Low
.reapertheme,Low
.reaperthemezip,Low
.reapindex,Low
.reaxxionsavedgame,Low
.rec,Very High
.recordnowsendtoext,Low
.red,Medium
.reflector,Low
.reg,Very High
.regkey,Low
.reg_aq,Low
.rels,Very High
.rem,Very High
.remotecodec,Low
.remotemap,Low
.renv,Low
.reo,Low
.rep,Medium
.repo,Low
.req,Low
.requestedfoldersharefile,Low
.requestedwindowslivesyncfile,Medium
.rerun,Low
.res,Very High
.resbackup,Low
.resbuild,Low
.resjson,High
.resmoncfg,Very High
.resources,Low
.resw,Very High
.resx,Very High
.ret,Low
.rev,Very High
.rex,Low
.rex2,Low
.rez,Low
.re_,Low
.rf,Low
.rf5,Very High
.rf64,Very High
.rfa,Low
.rfb,High
.rfc,High
.rff,Low
.rfgs_pc,Low
.rfh,Low
.rfi,Low
.rfl,Low
.rfn,High
.rfp,High
.rfq,High
.rft,High
.rfx,High
.rgb,Very High
.rgba,High
.rge,Low
.rgf,Low
.rgi,Low
.rgreceiver,Low
.rgrp,Low
.rgs,Very High
.rgss3a,Low
.rguninst,Low
.rh,Low
.rh7,Low
.rhi,Low
.rhistory,Low
.rhp,Low
.rhtml,Low
.ricochetextremesavedgame,Low
.ricochetlostworldssavedgame,Low
.ricochetrechargedsavedgame,Low
.rif,Low
.rim,Low
.rimage,Low
.rip,Low
.ris,Low
.ris-rm8,Low
.rjs,Low
.rjt,High
.rk,Low
.rka,Low
.rkplr,Low
.rkv,Low
.rl4,Low
.rl7,Low
.rl8,Medium
.rla,Medium
.rlb,Low
.rle,Very High
.rll,Very High
.rlst,Low
.rl_,Low
.rm,Very High
.rm0,Low
.rm1,Low
.rm2,Low
.rm3,Low
.rm4,Low
.rma,Low
.rmd,Low
.rmf,Very High
.rmg,Medium
.rmhd,Low
.rmi,Very High
.rmid,Low
.rmj,Very High
.rml,High
.rmm,Very High
.rmp,Very High
.rmr,Low
.rms,Very High
.rmsendto,Low
.rmskin,Low
.rmt,Low
.rmtl,Low
.rmvb,Very High
.rmx,Very High
.rnc,Low
.rnd,Low
.rng,Low
.rnk,Very High
.rnr,Low
.rns,Low
.rnw,Low
.rnx,Very High
.robinhutt,Low
.roboballsavedgame,Low
.rod,Low
.rof,Low
.role,Low
.rom,Low
.roq,High
.rorysrestaurantsavedgame,Low
.rot,Low
.rox,Low
.roxio,Medium
.ro_,Low
.rp,Very High
.rp2,Low
.rp9,Low
.rpbm,Medium
.rpcp,Low
.rpd,Low
.rpf,Medium
.rpg,Low
.rpgm,Medium
.rpgproject,Low
.rpk,Low
.rpkdiff,Low
.rpl,Very High
.rpln,Very High
.rpm,Very High
.rpm.skm,Low
.rpnm,Low
.rpp,Low
.rpp-bak,Low
.rppm,Medium
.rprofile,Low
.rproj,Low
.rps,Low
.rpt,High
.rpt2,Low
.rptproj,Low
.rptr,Low
.rpx,Low
.rpy,Low
.rqb,Low
.rqy,Very High
.rrb,Medium
.rrbm,Medium
.rrds,Low
.rrg,Low
.rri,Low
.rrr,Low
.rrs,Medium
.rrs4,Low
.rrv,Low
.rrx,Low
.rs,High
.rsb,Medium
.rsc,High
.rsct,Low
.rsd,Low
.rsdf,High
.rsf,Low
.rsh,Low
.rsj,Low
.rsl,Low
.rslib,Low
.rslkey,Low
.rsls,Low
.rsml,High
.rsn,Low
.rsnp,Low
.rso,Low
.rsp,Low
.rspag,Low
.rsr,Low
.rsrc,Medium
.rss,Very High
.rsstn,Low
.rst,Low
.rstm,Low
.rsv,Low
.rsz,Low
.rs_,Low
.rt,Very High
.rt2,Low
.rt3,Low
.rtab,Low
.rtc,Medium
.rtc-ms,Low
.rtex,Low
.rtf,Very High
.rtf2,Low
.rtfd,Low
.rtfenx,Low
.rtg,Low
.rtm,Low
.rtmp,Low
.rtp,Low
.rtr,Low
.rtracktemplate,Low
.rts,Low
.rtsp,Low
.rtstn,Low
.rtu,Low
.rtwsh,Low
.rtx,Low
.ruel,Medium
.rul,Low
.rule,Low
.rules,Low
.ruleset,Very High
.rum,Low
.run,High
.runefallsavedgame,Low
.ruproj,Low
.rus,Low
.rv,Very High
.rv7,Low
.rvdata,Low
.rvdata2,Low
.rvg,Low
.rvi,Low
.rvl,Low
.rvm,Low
.rvproj,Low
.rvproj2,Low
.rvr,Low
.rvx,High
.rw2,Very High
.rwar,Low
.rwav,Low
.rwl,Very High
.rws,Low
.rwsd,Low
.rwx,Low
.rwz,Very High
.rx2,Low
.rxa,Low
.rxdoc,Low
.rxf,Low
.rxo,Low
.rxp,Low
.rxproj,Low
.rxs,Low
.rxt,Low
.rxw,Low
.rxx,Low
.rys,Low
.rz3dlrclt,Low
.rzfl,Low
.rzlayer,Low
.rzlrc,Low
.rzmmpj,Low
.rzmmpt,Low
.rzsf,Low
.rzx,Low
.s,Very High
.s01,Medium
.s10w,Low
.s19,Low
.s28,Low
.s2k,Low
.s2m,Low
.s2r,Low
.s2s,Low
.s2wdh,Low
.s2z,Low
.s37,Low
.s3l,Low
.s3m,Very High
.s3z,Very High
.s4m,Low
.s4mi,Low
.s62,Low
.s6savegame,Low
.s8l,Low
.s8theme,Low
.s98,Low
.sa1,Low
.sa2,Low
.sa3,Low
.sa4,Low
.sab,Low
.sacd,Low
.sad,Low
.saf,Low
.safariextz,High
.saga,Low
.sai,Low
.sai2,Low
.sak,Low
.sam,Medium
.sami,Low
.sap,Medium
.sapssd,Low
.sar,Low
.sas,Low
.sas7bacs,Low
.sas7baud,Low
.sas7bbak,Low
.sas7bcat,Low
.sas7bdat,Low
.sas7bdmd,Low
.sas7bitm,Low
.sas7bmdb,Low
.sas7bndx,Low
.sas7bods,Low
.sas7bpgm,Low
.sas7bput,Low
.sas7butl,Low
.sas7bvew,Low
.sat,High
.sav,Very High
.save,Low
.saver,Low
.saveram,Low
.saz,Medium
.sa_,Low
.sb,Low
.sba,Low
.sbb,Low
.sbc,Low
.sbcm,Low
.sbe,Very High
.sbfm,Low
.sbg,Low
.sbi,Very High
.sbjb,Low
.sbk,Low
.sbp,Low
.sbproj,Low
.sbr,Very High
.sbs,Very High
.sbsc,Low
.sbst,Low
.sbt,Low
.sbv,Low
.sbx,Very High
.sc,Low
.sc2,Very High
.sc2map,Low
.sc2replay,Low
.sc2save,Low
.sc5,Low
.sc6,Low
.sc68,Low
.sc8,Low
.sca,Low
.scad,Low
.scb,Low
.scc,Medium
.sccm.vapplauncher,Medium
.scd,High
.scdoc,Low
.sce,Low
.scel,Low
.scf,Very High
.scf_aq,Low
.sch,Very High
.schdoc,Low
.schdot,Low
.schlib,Low
.sci,Low
